userName;score;content;Layanan;Fitur;Kebermanfaatan;Bisnis;Non Aspek
Irawan Damarsasi Pratama;5;Top banget terutama kecepatan servernya. Setiap pembayaran yang berhasil tidak lebih dari 5 detik notifikasi pembayaran/pembelian langsung muncul.;0;0;0;0;1
sri hoteltryas;1;Berkali-kali gagal verifikasi KYC..auto uninstall apk..ribet amat...ga akan pakai aplikasi dengan system yg ribet...masih ada apk sebelah yg menawarkan system yg mudah. Jaman sekarang, konsumen itu dipermudah bukannya di persulit...;0;0;-1;0;0
Dairus Andreas;1;"Apk aneh,dah lama ga dibuka,tau - tau dapet email ngajuin credit dana,mau login harus verifikasi lewat no hp,no hp sudah kemana, padahal dah ada email,masih harus verifikasi lewat no hp juga,mana kalo mau hapus akun harus kirim poto ktp ama wajah,jadi takut ntar data pribadi dipakai apa"",menyebalkan!!!!";0;-1;0;0;0
Lians Fian;5;Semoga lebih baik lagi buka lapak untuk waktu kedepan nya,makin di tingkatkan lagi layanan nyah tapi untuk saat ini sayah rasa belanja online di buka lapak msh normal lancar untuk playlater nya makin di tingkatkan lagi makasih udah kasih kepercayan nya bs terbantu dgn ada nya playlater syh sebagai pelagan belanja online di buka lapak.;0;1;0;0;0
Rudy Yonathan;1;Ga tau caranya hubungin Admin. Tambah rumit dan sulit transaksi dengan Bukalapak. Invoice no: 2217B83Y3YINV sudah lunas transfer. Pulsa belum masuk sampai transaksi dinyatakan kadaluarasa. Ga perlu pake vocher vocher segala. Bayar harga normal gapapa kok. Bagaimana cara agar uang saya bisa refund. Trims;-1;0;0;0;0
Aditya Pratama;1;Saya pengguna lama bukalapak,baru kali ini saya d kecewakan oleh pihak bukalapak terkait saya sudah bayar barang blum saya terima. Akhirnya setelah konfimasi ke pihak kurir barang sudah d returd dan sudah d terima oleh pelapak. tpi dana saya tdk d kembalikan ke bukadompet oleh bukalapak, sudah saya tlf customer bukabantuan hanya d buatkan tiket pelaporan saja dan hanya d suruh menunggu d kabari. Sudah sya komplain sampe 10 kali dan menunggu sudah 2 bulan tpi tdk ada solusi saja.;-1;0;0;-1;0
Ahmad Rifai;2;TOLONG DONG MIN! Kalo sistem sudah nyaman jangan dibikin ribet/aneh2! Masa sih, saat Belanja transaksi pas di halaman pembayaran antara via SALDO DANA dan CREDITS tidak bisa digabung seperti versi sebelumnya? Ini tolong untuk pihak BUKALAPAK SEGERA DIBENAHI! Seperti versi Sebelumnya! Terimakasih..;0;-1;0;0;0
Bunda Marseila Tafetin;5;Bukalapak memang OK, selalu pakai apl ini. Cuma terkadang KONFIRMASI TERIMA BARANG dilakukan otomatis oleh SYSTEM bukan penerima barang yang akhirnya penerima tidak dapat membuat ulasan. Mohon diperhatikan.;0;1;0;0;-1
K&a channel;1;Virtual product punishment itu mksudnya gmna? Apa karna sy gk mw gabung super seller. Biaya super seller kalian tu gk menguntungkan. Jual pulsa 100rb, untung cuma seribu. Tapi biaya super sellernya 4rb. Trus untungnya dmana? Udh keluar super seller tapi terus2an dpaksa masuk. Akhirnya kena punishment.. mending jualan di tokped atau shopee.;0;0;0;-1;0
Toni Sofa;3;Hp saya memory kecil jadi suka uninstall baru pasang lagi ada beberapa aplikasi yg penting saya uninstall dipasang bisa, tapi Bukalapak dua kali uninstall besok dipasang lepas mlulu, Bukalapak penting buat saya buat ngumpulin emas dan investasi lainnya walaupun kecil kecilan;0;0;1;0;0
Avanthi Octhaviani;2;Lamanya proses penanganan hingga barang di kirim dan tidak adanya estimasi pengiriman paket... jadi expedisi bebas mau kirim paket kapan saja dia mau karna tidak ada batas pengiriman paket...;-1;0;0;0;0
Zuhud Al Gifari;1;Saya kapok nabung emas di sini. Di aplikasi bilang prediksi harga emasnya bakal naik terus. Tapi buktinya malah turun atau stagnan. Jadi ngerasa dibohongin. Awal nabung sekitar 2,87 jt, terakhir di cek saldo saya malah jadi 2,73 jt. Saya rugi 100rb lebih.;0;0;0;-1;0
samsudin 212;2;Voucher bukalapak merugikan pelanggan, saya beli voucher pulsa 85.000, transaksinya gagal karena ada masalah dalam pembayaran sampai kadaluarsa, kenapa voucher nya ga kembali padahal ga gratis itu voucher untuk mendapatkan 100rb harus beli 85.000. rugi dah saya 85.000 bagaimana ini;0;0;0;-1;0
Kemal Hidayatullah;4;"Untuk belanja"" online lumayan berbeda harganya... Kemudian sekarang sudah ada fitur investasi untuk tabungan masa depan... Jozz pokoknya... Cuma harapan saya untuk Ongkir di Bukalapak bisa lebih dimurahkan... Karna saya rasakan sangat mahal...";0;1;0;-1;0
Bagas Pratama Hamaminata;4;Setiap selesai melunasi paylater langsung tidak bisa digunakan kembali padahal paylater keadaan aktif & pembayaran langsung ditolak dengan alasan yg tidak jelas, kecewa dengan pelayanan komplain nya tidak di tindak lanjuti dengan serius oleh bukalapak.;-1;-1;0;0;0
pria tama999;1;Untuk buka lapak dengan sangat mohon tolong aktifkan akun toko kami yang di bekukan, kami sudah daftar sesuai identitas.. tolong di perbaiki apk dan pengecekan nya terhadap penjual. Terima kasih;0;0;0;-1;0
Derys 16;2;Maaf saya ubah bintangnya. Saya ingin upload barang dijual, muncul keterangan lapak dibekukan. Saya KYC, kenapa no hp jadi berubah, bukan nomor saya? Sepertinya ada yang menyalaggunakan data pribadi saya. Harap pihak BL untuk bertangggung jawab, karena data pribadi saya hanya diberikan kepada pihak BL untuk verifikasi.;0;0;0;-1;0
Chanel Muslim;1;Uang saya 7 bulan belum masuk gara gara pembeli tidak aktif... Harusnya ada menu otomatis terima barang jika melewati batas konfirmasi..;0;0;0;-1;0
Wawan Maulana;1;Bukalapak kok tidak profesional yah, search produk gak muncul muncul. Padahal sinyal bagus banget punyaku;0;-1;0;0;0
Calon Juragan Channel;5;Saya lebih mudah dengan tampilan bukalapak yang lama dalam tampilan transaksi, jadi history resi detail bisa d lihat posisi paket , klo hanya update, kota pengirim, kota penerima, malah tidak enak, mohon saya usul d kembalikan seperti dlu, mohon saran saya ini d tanggapi;0;-1;0;0;0
Nhofi Khai Nasih;5;Sangat bermanfaat;0;0;1;0;0
Ganis Win;5;Sangat membantu dalam belanja, bisa pilih pilih barang sesuka n sesuai n sepuas hati. Tnks BL;0;0;1;0;0
Ate Adzikra;5;Saya sering blanja daplikasi buka lapak.. sangat puas.. bila ada komplain respon cepat.. trims;1;0;0;1;0
M. Ali Mustafa;5;Belanja mudah & terpercaya,..selama ini sy mendapat kemudahan melakukan komplain apabila barang yg sy terima tdk sesuai...dan adminnya sangat mengerti dalam menyelesaikannya...terimaksih BUkalapak;1;0;1;0;0
Fel Son;1;Mungkin saya org Sulawesi tdk cocok pake Bukalapak krn ongkirnya mahal d bandingkan yg lain.. Saya sda coba klaim vocer dan coba menggunakannya trnyata vocer nya hanya bisa d gunakan d kurir ekspres reg yg ongkirnya 80k d kurang vocer 20k jdi 60k dn ini masih sngat mahal.. Lebih mahal dri secepat halu yg 40k.. Tpi halu tdk bisa d vocerkan. Pdhal saya pengguna baru.. Akhirnya kmbali k Shopee.. Toped dn lazada.. BL d hapus saja..;0;0;0;-1;0
Ricky Kurniawan;1;fitur bukadompet atau pun bukalapak sangat lemah keamanan, banyak sekali di salah gunakan untuk penipuan, aplikasi yg sangat buruk dalam hal keamanan.;0;-1;0;0;-1
Reval Rossendi;1;Aplikasinya kek udah gak terurus lagi, pantas aja ditinggalkan penggunanya. Sebagai seller sulit untuk atur potingan sendiri bikin ribet + pusing, ditambah banyak bug yang gapernah ilang sedari dulu walau sudah update versi terbaru;0;0;0;0;-1
Mochamad Fajri;2;bukalapak jadi beda gak kaya dulu saya pesen barang udh 8 hari gk sampe sampe terus aja transit padahal detail keterangan transit akan di kirim oleh kurir k lokasi tujuan. 😑;0;0;0;-1;0
Asep hidayat;5;Selama ini belanja di Bukalapak,puas. Tapi klo bisa dihapus toko2 yg promo gak sesuai harga dan gambarnya,bikin org kecewa;0;0;0;0;1
Arif TM;2;Tolong untuk pihak buka lapak kenapa pengembalian dana saya tidak sesuai dengan yaang saya terima. Saya melakukan pembayaran sebesar Rp. 119.200 tapi saat dana di kembalikan ke saya sebesar Rp.85.000 ini bagaimana pihak buka lapak yang. Melakukan komplain ke pihak buka lapak lewat live chat suruh nunggu 1x24 jam tapi sampai saat ini dana sya belum kembali dan tidak ada respon tolong pihak buka lapak yg amanah donk. Untuk kedepannya mau belanja di buka lapak jadi agak ragu.;-1;0;0;-1;0
Bayu Argana;1;Parah banget si barang ngak nyampe statusnya barang di kembalikan ke pengirim tapi uang ngak di balikin. Pengiriman 2 Minggu ngak nyampe². Kecewa sii;0;0;0;-1;0
Aqilla Asya Sukirno;5;Blanja di bukalapak makin gampang, banyak fitur yang di tawarkan seperti bayar nanti, promo dan gratis ongkir.;0;1;1;0;0
Sarip Udin;1;Aku belanja disini, tp barang ny ga ada. Padahal aku sudah tf. Uang ny udah ada d saldo, tp setiap mau aku cairkan di rekening ko ga bisa? Kode verifikasi ny ga muncul terus. Udah bbrapa hari juga gitu terus. Mohon bantuan nya.;0;0;0;-1;-1
Cening Sudiantaya;1;Cukup ribet dan kendala saya akun tidak bisa terhubung ke akun dana, dan akhirnya saya balanja di aplikasi lain. Untuk bl tingkatkan layanan dengan baik agar tidak ada customer yang kabur lagi. Next siapa tau saya balik dan saya berharap sudah bisa. Rajin rajin main ke aplikasi lain agar tidak kalah saing. Terima kasih;0;0;0;0;-1
Haji ujang Suyatna;5;Bisa COD lebih praktis,gk ribet,namun kemungkinan unsur penipuan masih ada,kalo paketnya gk dibuka dulu sama2 dengan kurirnya,terutama paket2 yg mahal harganya;0;0;0;1;0
Edi Junaedi;5;Nilai plus, karena banyak kemudahan untuk melakukan pembayaran..hanya saja untuk opsi pengiriman dan ongkir terbilang mahal kalau dibandingkan dg e-commerce lainya dan juga terlalu banya tambaha2 biaya yg lain misalkan biaya penangan dll. terus ditingkatkan min pelayannya biar terus bisa bersaing dg kompetitor;1;0;0;-1;0
Cahyo Brutality;1;Gada angin gada hujan apalagi puting beliung tetiba aja lapak dibekukan ,ya memang lapak buat sampingan dan yg dijual pun tidak banyak apalagi yg terjual. Tapi dari history penjualan semua clear dari hal yg memungkinkan lapak untuk dibekukan ,makin gaje aja ini tambah lama.;0;0;0;-1;0
*JUMAIDI *;1;Saya sangat kecewa dengan Bukalapak,, hati2 pengguna baru semoga tidak bernasib sama saya,, saya pengguna baru sudah Top up Rp. 200.000 di kolom credit tercantum berhasil, namun berselang esok hari mau belanja di kolom credit saya tertera Rp. 0,,sudah dilaporkan di bagian pengaduan by WA belum direspon..;-1;0;0;0;-1
deny twins;2;KENAPA FITUR LIVE CHAT DI BUKABANTUAN SAYA TIDAK BISA DIGUNAKAN. CEMANA SAYA MW KOMPLAIN. KEMANA SAYA HARUS MENGADU.;0;-1;0;0;0
iqbal zidane;5;Saya pengguna bukalapak dari dulu, tapi Makin kesini barang yang dijual makin sedikit dan harga jadi sangat mahal. Sangat jauh berbeda dengan tokopedia. Saya harap team dari BL bisa menganalisa hal ini sebelum pengguna perlahan meninggalkan BL;0;0;0;-1;0
Agung suliswanto;2;Knapa di batalkan trus pesanan saya padahal paylater saya saldo masih bnyak.kamren2 enak buat transaksi skrang di batalin trus . Mhon di bales gua kasih bintang 2 dulu kalo bisa sya kasih bntang 5 .;0;0;0;-1;0
Ione Aja;5;Bermamfaat sangat.......!saya lebih senang belanja online di BL,banyak promo gratis ongkirnya.;0;0;1;1;0
Ivan Silaban;2;Aplikasi bukalapak nya bagus, cuman sering gangguan untuk proses pembayaranya.. Udh 4x uang gk kembali karna pembayaran arror. Udh lapor, d suru nunggu 2x 24jam. Tapi gk ada tindak lanjutnya lagi sampai skrng. PAYAH;-1;1;0;0;0
Reza Achmad N;1;Kecewa dengan bukalapak, untuk pengaduan biar lebih mudah seperti wa gada, retur juga ribet, gak kaya platform sebelah, banyak toko yg ga amanah, harusnya lebih tegas dan syarat untuk pelapak ditingkatkan agar tidak terjadi penipuan, baru kali ini saya belanja online sampe begini!! Auto hapus !!;0;0;0;-1;-1
Cerita movies;5;Sampai hr ini menggunakan aplikasi bukalapak ok.setiap keluhan atau ada masalah selalu ditanggapi dengan baik dan diberikan solusinya.semoga trus serperti ini ya bukalapak.membuat nyaman pengguna nya terimakasih;1;0;0;0;1
Gubug Rempah;2;Gratis ongkir nya berbayar. Sama dgn yg tidak Pake voucher gratis ongkir. Tapi saya tetep Pake buklap karena katanya buklap punya warga Indonesia. Meski banyak kekurangan Lov produk dalam negeri. Kalo kenyataan udah d jual k aseng mending Pake yg laen deh oh;0;-1;0;0;0
Priyangan Mpsona;3;Ada aja sie masalah belanjaan hilang tapi tetap di bantu penyelesaiannya dari B L.... Pokoke membantu banget dahhh... Thanks B L..;1;0;1;0;0
Toin Sugiarto;5;Aplikasi paling top,,, baik proses maupun pelayanannya mantap,,, maju terus buka lapak,,, aplikasi ini sangat membantu dan berguna.. 👍👍👍👍👍;1;0;1;0;0
Maryani Yani;3;Sekarang kalau mau shoping, belanja apa aja tinggal buka aplikasi bukalapak. Harga lebih murah, banyak diskon, voucher, flashdeal, oh iya gratis ongkir pula, tinggal klik, bayar, duduk manis di rumah sambil nunggu paket datang. Alhamdulillah sangat terbantu dengan aplikasi ini 😊;0;0;1;1;0
Kazeo Koplak;2;Uang saya nyakut di di saldo mau di belanjakan lagi susah nya minta ampun harus di sambungkan ke Dana dulu ,setelah di sambungkan susah gagal terus ,padahal di dana nya sudah terhubung ke bukalapak ,tapi di bukalapaknya ko belum terhubung,sudah komplen ke ig@Bukabantuan lama banget 1x24 jam belum ada kabar;-1;0;0;0;0
N D;4;Hallo admin bukalapak saya mau tanya kenapa Dari awal tahun 2022 untuk penarikan dana seller kok sering banget lambat masuk ke rek penjual yah,untuk pencairanya padahal sebelum2nya lancar2 saja.. Tolong di perbaikin lagi Sistemnya. Thx;0;0;0;-1;0
RA channel;4;Mohon bantuannya masalah transaksi dari saldo ke mandiri , kenapa proses lama banget, data2 sudah lengkap ,,, tolong di proses secepatnya ,, udh lapor ke buka bantuan dan lewat email juga selow respon;-1;0;0;0;0
Rudy Gunawan;1;Top up linkaja gak masuk2 ke org yg beli. Tp saldo mitra bukalapak terpotong, buat laporan lama sekali. Klo begini yg di rugikan sebagai mitra. Hilanglah pelanggan tetap saya atas kinerja bukalapak yg tidak menyenangkan saat transaksi gagal tp saldo kepotong.. lain kali klo gagal gak usah potong saldo. Sangat kecewa dgn bukalapak.;0;0;0;-1;0
Bule Aja;5;Aplikasi yang begitu bagus bagi saya,. Kalo bisa lebih sih saya kasih 7 nih bintang nya.. Mantap mantap mantappp;0;0;0;0;1
Juni Satriawan;5;Aplikasi Ok, cuma udah berat bngt mungkin karena kebanyakan promo dan fitur. Terus mau usul nih, supaya ada evaluasi mengenai kinerja kurir, bisa ditambahkan rate kinerja kurir setelah barang sampai bila perlu laporin kurir klo barang g sampai. Soalnya kan yg ngasih order ke kurir bukalapak jd berhak dong kasih rate.;0;0;0;0;-1
Asep Bk45;1;Mau aktifkan payleter suru belanja dlu..ok seringkali aq belanja pada akhir nya payleter tdk bisa di gunakan karna no dan email sudah terdaftar di akun lain..😡😡😡😡;0;0;0;-1;0
i channel;2;Tombol chat penjual tidak bisa. Keterangan minta login. Pdhl sdh login. Error app down app BL;0;0;0;0;-1
Yodi Oyick;5;Pelayanan buka bantuan sangat baik dan cepat waktu pesanan barang saya sempat ada kendala, terimakasih banyak atas respon dan bantuannya, pertahankan pelayan yang sangat baik ini untuk ke depannya. Terimakasih.;1;0;0;0;0
Indriani Kim;5;Bukalapak.... Is The Best Awalnya ragu... Tapi pas di coba dapat limt awal 500 ribu lumayan Banget ,buka toko juga mudah dan praktis dan dapat untung dan dapat tawaran pinjaman tambahan Modal... Pelanggannya nambahhh... Alhamdulillah... Limit nya kapan naik yah.. padahal sering belanja pake payrlater dan pembayaran nya lancar Terimakasih Bukalapak;0;0;0;1;1
Bahagia Dunia Akhirat;3;Mohon maaf ya saya kasih bintang 1. Untuk bantuan bukalapak terlalu santai dalam menangani masalah pelanggan. Masa saya mengajukan komplain dari jam 01:52 tanggal 22 Januari 2022 sampai sekarang ga ada respon. Sudah lebih dari 24 jam ga ada kelanjutan. Benar benar kecewa deh. Saya ga berani transaksi lagi sampai masalah saya diselesaikan olehbpihak bukalapak. Mending saya transaksi pakai Tokopedia saja lebih aman.;-1;0;0;0;0
hamdani gunawan;1;Fitur pembayaran dengan indodana belum tersedia, padahal promo nya sudah ada baik di promo bukalapak maupun di indodananya;0;-1;0;0;0
2MIN;5;Wah-wah aplikasinya meningkat pesat, semoga bukalapak semakin baik. Banyak sekali promonya keren direset tiap bulan. 💯;0;0;0;0;1
JAMBRONK CAH ROMANTIS;5;Thanks buka lapak sangat bermanfaat buat transaksi cepat dan belanja sejak ada paylater aku jadi sering menggunakan limit buat belanja;0;0;1;1;0
Pengguna Google;5;Dari pertma ada bukalapak, selalu blanja di Bukalapak, harga miring barang ORI, meskipun banyak platfom blanja online baru, tapi gak pernah tertatrik, Bukalapak dan pelapak juga kurir smoga makin jaya produk Indonesia👍👍👍👍;0;0;0;1;0
ahmad khasanudin;1;Verifikasi photo 3 kali gagal trus... ini mungkn bisa jadi yg mngkbatkan penjual dibukalapak kesulitan mengaplud foto jualan dan berdpak pada banyak penjual di bukalapak pindah ditoko lain... dan akibatny saham bukalapak turun terus....;0;0;0;0;-1
Agus Purnomo;3;Hallo admin buka, saran saja ya. Saya pengguna lama bukalapak, tapi mohon maaf 2 bulan belakangan ini saya full trx di shopee, karena di shopee banyak kemudahan pilihan pengiriman, dri yg cepat tapi mahal, sampai yg kelas cargo dan biaya sangat murah cocok untuk penjual offline seperti sy kalau mau belanja partai/grosir. Fitur itu tdk didapat di bukalapak, ongkirnya ngeri hitung perkilo semua dan tdk ada opsi utk belanja grosir. Terima kasih semoga membantu, biar buka bisa bersaing lagi;0;-1;0;-1;0
Dewi Fatmawati;1;Saya kasih bintang satu dulu , di karnakan bukalapak paylater saya sudah aktif tapi di buat belanja tidak bisa ,cuman bisa sekali aja dan sisa saldonya masih ada tidak bisa di pakai , selalu di batalkan ,;0;-1;0;0;0
Purbowo;2;Kenapa sms OTP nya, selalu terlambat saat verifikasi akun?? setelah waktu tunggu berlalu, sms OTP nya baru masuk... kode OTP sekalu tidak cocok;0;0;0;0;-1
Ary;1;Sungguh tidak beres. Akun saya dibajak padahal baru daftar tpi ada yg pake. Ada transaksi 2x sukses. Herannya pembajak pake nomer saya tpi tak ada telpon atau wa saat kurir kirim barang ke pembajak. Payaaah;0;0;0;0;-1
Gani Purnama;1;Pelayannan buruk. Tanggapan kompalin tidak selesai selesai yang ada di rugikan Dari awal transaksi dengan paylater tidak bisa meneruskan dana ke pelapak atau terima barang . Barang batal di ambil tagihan terus ada malah membengkak tagihannya;-1;0;0;0;0
Wayan Pance;1;Paylater udah di bayar lunas, limid kembali ke awal. Tpi kenapa akun paylater nya dibekukan. Payah ah. Percuma bayar sama denda2nya. Udahannya gak bisa dipake juga;0;0;0;-1;0
CHANDRA BASTIAN;1;Saya kecewa sudah bayar paylater tapi status sampai expired gk juga aprove,padahal saya bayar pake bca one klik yg sangat kecil kemungkinannya salah.masa saya harus bayar 2 x?? Kan gila;0;-1;0;0;0
